"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2020"	"2020"	"Nov., 2020"	"2020/11"	170	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2020"	"2020"	"Dec., 2020"	"2020/12"	116	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Jan., 2021"	"2021/01"	79	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Feb., 2021"	"2021/02"	73	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Mar., 2021"	"2021/03"	61	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Apr., 2021"	"2021/04"	55	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"May, 2021"	"2021/05"	71	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Jun., 2021"	"2021/06"	59	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Jul., 2021"	"2021/07"	62	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Aug., 2021"	"2021/08"	53	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Sep., 2021"	"2021/09"	72	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Oct., 2021"	"2021/10"	77	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Nov., 2021"	"2021/11"	79	Not Applicable	Not Applicable
	"North Dakota"	"38"	"90-94 years"	"90-94"	"2021"	"2021"	"Dec., 2021"	"2021/12"	82	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Jan., 2020"	"2020/01"	46	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Feb., 2020"	"2020/02"	34	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Mar., 2020"	"2020/03"	41	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Apr., 2020"	"2020/04"	46	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"May, 2020"	"2020/05"	40	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Jun., 2020"	"2020/06"	30	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Jul., 2020"	"2020/07"	34	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Aug., 2020"	"2020/08"	36	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Sep., 2020"	"2020/09"	59	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Oct., 2020"	"2020/10"	59	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Nov., 2020"	"2020/11"	72	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2020"	"2020"	"Dec., 2020"	"2020/12"	41	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Jan., 2021"	"2021/01"	35	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Feb., 2021"	"2021/02"	23	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Mar., 2021"	"2021/03"	39	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Apr., 2021"	"2021/04"	39	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"May, 2021"	"2021/05"	28	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Jun., 2021"	"2021/06"	27	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Jul., 2021"	"2021/07"	29	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Aug., 2021"	"2021/08"	33	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Sep., 2021"	"2021/09"	32	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Oct., 2021"	"2021/10"	44	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Nov., 2021"	"2021/11"	39	Not Applicable	Not Applicable
	"North Dakota"	"38"	"95-99 years"	"95-99"	"2021"	"2021"	"Dec., 2021"	"2021/12"	34	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"Feb., 2020"	"2020/02"	10	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"Mar., 2020"	"2020/03"	14	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"May, 2020"	"2020/05"	12	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"Oct., 2020"	"2020/10"	20	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"Nov., 2020"	"2020/11"	26	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2020"	"2020"	"Dec., 2020"	"2020/12"	12	Not Applicable	Not Applicable
	"North Dakota"	"38"	"100+ years"	"100+"	"2021"	"2021"	"May, 2021"	"2021/05"	16	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Jan., 2020"	"2020/01"	90	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Feb., 2020"	"2020/02"	76	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Mar., 2020"	"2020/03"	71	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Apr., 2020"	"2020/04"	79	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"May, 2020"	"2020/05"	74	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Jun., 2020"	"2020/06"	76	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Jul., 2020"	"2020/07"	73	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Aug., 2020"	"2020/08"	72	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Sep., 2020"	"2020/09"	63	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Oct., 2020"	"2020/10"	58	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Nov., 2020"	"2020/11"	67	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2020"	"2020"	"Dec., 2020"	"2020/12"	65	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Jan., 2021"	"2021/01"	67	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Feb., 2021"	"2021/02"	67	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Mar., 2021"	"2021/03"	79	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Apr., 2021"	"2021/04"	62	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"May, 2021"	"2021/05"	89	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Jun., 2021"	"2021/06"	75	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Jul., 2021"	"2021/07"	85	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Aug., 2021"	"2021/08"	80	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Sep., 2021"	"2021/09"	84	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Oct., 2021"	"2021/10"	64	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Nov., 2021"	"2021/11"	67	Not Applicable	Not Applicable
	"Ohio"	"39"	"< 1 year"	"1"	"2021"	"2021"	"Dec., 2021"	"2021/12"	94	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Jan., 2020"	"2020/01"	18	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Mar., 2020"	"2020/03"	14	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Apr., 2020"	"2020/04"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"May, 2020"	"2020/05"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Jun., 2020"	"2020/06"	17	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Jul., 2020"	"2020/07"	13	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Sep., 2020"	"2020/09"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Oct., 2020"	"2020/10"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2020"	"2020"	"Nov., 2020"	"2020/11"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Jan., 2021"	"2021/01"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Feb., 2021"	"2021/02"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Mar., 2021"	"2021/03"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Apr., 2021"	"2021/04"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"May, 2021"	"2021/05"	21	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Jun., 2021"	"2021/06"	15	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Jul., 2021"	"2021/07"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Aug., 2021"	"2021/08"	17	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Sep., 2021"	"2021/09"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Nov., 2021"	"2021/11"	14	Not Applicable	Not Applicable
	"Ohio"	"39"	"1-4 years"	"1-4"	"2021"	"2021"	"Dec., 2021"	"2021/12"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"5-9 years"	"5-9"	"2020"	"2020"	"May, 2020"	"2020/05"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"5-9 years"	"5-9"	"2020"	"2020"	"Jul., 2020"	"2020/07"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"5-9 years"	"5-9"	"2021"	"2021"	"Apr., 2021"	"2021/04"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"5-9 years"	"5-9"	"2021"	"2021"	"May, 2021"	"2021/05"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"5-9 years"	"5-9"	"2021"	"2021"	"Dec., 2021"	"2021/12"	16	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Jan., 2020"	"2020/01"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Feb., 2020"	"2020/02"	14	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Mar., 2020"	"2020/03"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Apr., 2020"	"2020/04"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Jun., 2020"	"2020/06"	17	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Jul., 2020"	"2020/07"	16	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Oct., 2020"	"2020/10"	13	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2020"	"2020"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Jan., 2021"	"2021/01"	10	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Mar., 2021"	"2021/03"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Apr., 2021"	"2021/04"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"May, 2021"	"2021/05"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Jun., 2021"	"2021/06"	15	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Jul., 2021"	"2021/07"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Aug., 2021"	"2021/08"	16	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Oct., 2021"	"2021/10"	16	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Nov., 2021"	"2021/11"	12	Not Applicable	Not Applicable
	"Ohio"	"39"	"10-14 years"	"10-14"	"2021"	"2021"	"Dec., 2021"	"2021/12"	11	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Jan., 2020"	"2020/01"	26	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Feb., 2020"	"2020/02"	30	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Apr., 2020"	"2020/04"	21	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"May, 2020"	"2020/05"	28	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Jun., 2020"	"2020/06"	46	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Jul., 2020"	"2020/07"	36	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Aug., 2020"	"2020/08"	48	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Sep., 2020"	"2020/09"	35	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Oct., 2020"	"2020/10"	33	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Nov., 2020"	"2020/11"	36	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2020"	"2020"	"Dec., 2020"	"2020/12"	44	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Jan., 2021"	"2021/01"	33	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Feb., 2021"	"2021/02"	26	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Mar., 2021"	"2021/03"	46	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Apr., 2021"	"2021/04"	40	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"May, 2021"	"2021/05"	34	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Jun., 2021"	"2021/06"	38	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Jul., 2021"	"2021/07"	48	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Aug., 2021"	"2021/08"	32	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Sep., 2021"	"2021/09"	46	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Oct., 2021"	"2021/10"	34	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Nov., 2021"	"2021/11"	35	Not Applicable	Not Applicable
	"Ohio"	"39"	"15-19 years"	"15-19"	"2021"	"2021"	"Dec., 2021"	"2021/12"	41	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Jan., 2020"	"2020/01"	54	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Feb., 2020"	"2020/02"	43	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Mar., 2020"	"2020/03"	69	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Apr., 2020"	"2020/04"	70	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"May, 2020"	"2020/05"	96	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Jun., 2020"	"2020/06"	90	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Jul., 2020"	"2020/07"	102	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Aug., 2020"	"2020/08"	95	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Sep., 2020"	"2020/09"	91	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Oct., 2020"	"2020/10"	86	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Nov., 2020"	"2020/11"	63	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2020"	"2020"	"Dec., 2020"	"2020/12"	69	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Jan., 2021"	"2021/01"	58	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Feb., 2021"	"2021/02"	62	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Mar., 2021"	"2021/03"	88	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Apr., 2021"	"2021/04"	76	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"May, 2021"	"2021/05"	61	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Jun., 2021"	"2021/06"	73	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Jul., 2021"	"2021/07"	73	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Aug., 2021"	"2021/08"	67	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Sep., 2021"	"2021/09"	87	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Oct., 2021"	"2021/10"	76	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Nov., 2021"	"2021/11"	73	Not Applicable	Not Applicable
	"Ohio"	"39"	"20-24 years"	"20-24"	"2021"	"2021"	"Dec., 2021"	"2021/12"	86	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Jan., 2020"	"2020/01"	92	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Feb., 2020"	"2020/02"	111	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Mar., 2020"	"2020/03"	115	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Apr., 2020"	"2020/04"	116	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"May, 2020"	"2020/05"	125	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Jun., 2020"	"2020/06"	114	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Jul., 2020"	"2020/07"	145	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Aug., 2020"	"2020/08"	124	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Sep., 2020"	"2020/09"	126	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Oct., 2020"	"2020/10"	119	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Nov., 2020"	"2020/11"	110	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2020"	"2020"	"Dec., 2020"	"2020/12"	115	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Jan., 2021"	"2021/01"	131	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Feb., 2021"	"2021/02"	109	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Mar., 2021"	"2021/03"	126	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Apr., 2021"	"2021/04"	117	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"May, 2021"	"2021/05"	113	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Jun., 2021"	"2021/06"	111	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Jul., 2021"	"2021/07"	105	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Aug., 2021"	"2021/08"	120	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Sep., 2021"	"2021/09"	141	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Oct., 2021"	"2021/10"	109	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Nov., 2021"	"2021/11"	124	Not Applicable	Not Applicable
	"Ohio"	"39"	"25-29 years"	"25-29"	"2021"	"2021"	"Dec., 2021"	"2021/12"	113	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Jan., 2020"	"2020/01"	118	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Feb., 2020"	"2020/02"	110	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Mar., 2020"	"2020/03"	148	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Apr., 2020"	"2020/04"	142	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"May, 2020"	"2020/05"	168	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Jun., 2020"	"2020/06"	172	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Jul., 2020"	"2020/07"	133	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Aug., 2020"	"2020/08"	152	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Sep., 2020"	"2020/09"	156	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Oct., 2020"	"2020/10"	166	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Nov., 2020"	"2020/11"	157	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2020"	"2020"	"Dec., 2020"	"2020/12"	152	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"Jan., 2021"	"2021/01"	159	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"Feb., 2021"	"2021/02"	131	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"Mar., 2021"	"2021/03"	143	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"Apr., 2021"	"2021/04"	164	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"May, 2021"	"2021/05"	164	Not Applicable	Not Applicable
	"Ohio"	"39"	"30-34 years"	"30-34"	"2021"	"2021"	"Jun., 2021"	"2021/06"	132	Not Applicable	Not Applicable
